ST,TEMP,DO,EC,SAL,PH,POL,LOC
6,31.5,4.82,54.2,31.28,8.73,2,"5.511678,100.188361"
6,31.5,4.84,54.2,31.28,8.74,2,"5.511678,100.188361"
6,31.5,4.83,54.2,31.28,8.75,2,"5.511678,100.188361"
6,31.5,4.87,54.2,31.28,8.73,2,"5.511678,100.188361"
6,31.5,4.78,54.2,31.28,8.77,2,"5.511678,100.188361"
6,,4.93,54.2,31.28,8.74,2,"5.511678,100.188361"
1,30.4,3.3,46.97,26.07,8.13,2,"5.461894,100.209128"
1,30.3,3.02,44.28,26.39,8.2,2,"5.461894,100.209128"
1,30.3,2.9,44.65,25.77,8.24,3,"5.461894,100.209128"
1,30.3,4.36,52.8,30.93,8.42,2,"5.461894,100.209128"
1,30.5,4.46,52.8,30.93,8.44,2,"5.461894,100.209128"
1,30.6,4.5,52.8,30.92,8.48,2,"5.461894,100.209128"
2,30.3,4.19,52.8,31.04,8.33,2,"5.466925,100.206189"
2,30.3,4.15,52.7,31.04,8.36,2,"5.466925,100.206189"
2,30.3,4.22,52.8,31.05,8.38,2,"5.466925,100.206189"
2,30.2,4.21,52.5,31.02,8.42,2,"5.466925,100.206189"
2,30.1,4,52.5,31.03,8.45,2,"5.466925,100.206189"
2,30.1,3.81,52.5,31.04,8.48,2,"5.466925,100.206189"
2,30.1,3.95,52.5,31.03,8.51,2,"5.466925,100.206189"
2,30,3.81,52.5,31.02,8.52,2,"5.466925,100.206189"
2,30,3.76,52.4,31.02,8.52,2,"5.466925,100.206189"
2,29.9,3.74,52.2,30.95,8.55,2,"5.466925,100.206189"
2,29.9,3.47,52.3,30.96,8.56,2,"5.466925,100.206189"
2,29.9,3.45,52.3,30.95,8.6,2,"5.466925,100.206189"
2,29.6,2.59,51.9,30.71,8.49,3,"5.466925,100.206189"
2,30,2.35,55.7,31.99,8.5,3,"5.466925,100.206189"
2,30,2.35,52.3,30.94,8.51,3,"5.466925,100.206189"
3,30.3,4.3,53,31.07,8.06,2,"5.482422,100.197283"
3,30.6,4.3,53,31.07,8.12,2,"5.482422,100.197283"
3,30.6,4.32,53,31.07,8.18,2,"5.482422,100.197283"
3,30.5,4.56,52.8,31.04,8.3,2,"5.482422,100.197283"
3,30.3,4.4,52.8,31.07,8.33,2,"5.482422,100.197283"
3,30.4,4.54,52.8,31.07,8.35,2,"5.482422,100.197283"
3,30.4,4.52,52.7,31.06,8.41,2,"5.482422,100.197283"
3,30.3,4.28,52.7,31.05,8.43,2,"5.482422,100.197283"
3,30.3,4.27,52.7,31.06,8.44,2,"5.482422,100.197283"
3,30.3,4.17,52.7,31.06,8.46,2,"5.482422,100.197283"
3,30.3,4.1,52.7,31.05,8.49,2,"5.482422,100.197283"
3,30.3,4.14,52.7,31.05,8.47,2,"5.482422,100.197283"
4,30.6,4.5,53,31.03,8.04,2,"5.491008,100.195036"
4,30.6,4.49,53,31.03,8.12,2,"5.491008,100.195036"
4,30.6,4.48,53,31.02,8.18,2,"5.491008,100.195036"
4,30.6,4.63,53,31.02,8.29,2,"5.491008,100.195036"
4,30.6,4.67,53,31.02,8.33,2,"5.491008,100.195036"
4,30.6,4.68,53,31.02,8.35,2,"5.491008,100.195036"
4,30.6,4.69,53,31.02,8.41,2,"5.491008,100.195036"
4,30.6,4.66,53,31.02,8.41,2,"5.491008,100.195036"
4,30.6,4.62,53,31.02,8.43,2,"5.491008,100.195036"
4,30.6,4.65,52.9,31.01,8.48,2,"5.491008,100.195036"
4,30.6,4.65,52.9,31.02,8.47,2,"5.491008,100.195036"
4,30.6,4.55,53,31.02,8.49,2,"5.491008,100.195036"
4,30.6,4.54,52.9,31.02,8.51,2,"5.491008,100.195036"
4,30.5,4.49,52.9,31.02,8.53,2,"5.491008,100.195036"
4,30.5,4.51,52.9,31.01,8.55,2,"5.491008,100.195036"
4,30.5,4.47,52.9,31.01,8.55,2,"5.491008,100.195036"
4,30.5,4.48,52.9,31.02,8.56,2,"5.491008,100.195036"
4,30.5,4.44,52.9,31,8.57,2,"5.491008,100.195036"
4,30.5,4.51,52.9,31.01,8.57,2,"5.491008,100.195036"
4,30.5,4.4,52.9,31.01,8.57,2,"5.491008,100.195036"
4,30.5,4.39,52.9,31.01,8.59,2,"5.491008,100.195036"
4,30.5,4.42,52.9,31.01,8.6,2,"5.491008,100.195036"
4,30.5,4.37,52.9,31.02,8.61,2,"5.491008,100.195036"
4,30.5,4.37,52.9,31.02,8.62,2,"5.491008,100.195036"
4,30.5,4.32,52.9,31.01,8.61,2,"5.491008,100.195036"
4,30.5,4.39,52.9,31,8.62,2,"5.491008,100.195036"
4,30.5,4.32,52.9,31.01,8.64,2,"5.491008,100.195036"
5,30.4,4.99,53.3,31.21,8.38,2,"5.506722,100.194008"
5,30.6,4.98,53.3,31.18,8.41,2,"5.506722,100.194008"
5,30.6,4.94,53.3,31.19,8.46,2,"5.506722,100.194008"
5,30.6,5.11,53.3,31.19,8.5,1,"5.506722,100.194008"
5,30.6,5.01,53.2,31.19,8.52,1,"5.506722,100.194008"
5,30.6,5.02,53.3,31.19,8.54,1,"5.506722,100.194008"
5,30.6,5.05,53.3,31.18,8.57,1,"5.506722,100.194008"
5,30.6,5.95,53.3,31.18,8.57,1,"5.506722,100.194008"
5,30.6,4.99,53.3,31.19,8.58,2,"5.506722,100.194008"
5,30.3,4.99,53.2,31.19,8.61,2,"5.506722,100.194008"
5,30.6,4.91,53.2,31.18,8.6,2,"5.506722,100.194008"
5,30.6,4.9,53.3,31.19,8.6,2,"5.506722,100.194008"
5,30.6,4.91,53.2,31.19,8.63,2,"5.506722,100.194008"
5,30.6,4.79,53.2,31.19,8.63,2,"5.506722,100.194008"
5,30.6,4.83,53.2,31.19,8.64,2,"5.506722,100.194008"
5,30.6,4.78,53.2,31.19,8.64,2,"5.506722,100.194008"
5,30.6,4.74,53.2,31.19,8.65,2,"5.506722,100.194008"
5,30.6,4.76,53.2,31.19,8.65,2,"5.506722,100.194008"
5,30.6,4.9,53.3,31.19,8.66,2,"5.506722,100.194008"
5,30.6,4.79,53.3,31.2,8.65,2,"5.506722,100.194008"
5,30.6,4.79,53.3,31.19,8.67,2,"5.506722,100.194008"
5,30.6,4.41,53.2,31.2,8.67,2,"5.506722,100.194008"
5,30.6,4.87,53.2,31.19,8.66,2,"5.506722,100.194008"
5,30.6,4.88,53.2,31.19,8.67,2,"5.506722,100.194008"
5,30.6,4.79,53.2,31.2,8.7,2,"5.506722,100.194008"
5,30.6,4.83,53.2,31.2,8.67,2,"5.506722,100.194008"
5,30.6,4.67,53.2,31.2,8.68,2,"5.506722,100.194008"
5,30.6,4.99,53.2,31.19,8.69,2,"5.506722,100.194008"
5,30.6,4.86,53.2,31.2,8.69,2,"5.506722,100.194008"
5,30.6,4.8,53.2,31.19,8.69,2,"5.506722,100.194008"
6,30.5,5.03,53.3,31.25,8.43,1,"5.511678,100.188361"
6,30.5,5,53.4,31.27,8.44,1,"5.511678,100.188361"
6,30.5,5.91,53.3,31.25,8.46,1,"5.511678,100.188361"
6,30.5,4.95,53.3,31.26,8.51,2,"5.511678,100.188361"
6,30.5,4.96,53.3,31.26,8.52,2,"5.511678,100.188361"
6,30.5,4.9,53.3,31.25,8.51,2,"5.511678,100.188361"
6,30.5,5.01,53.3,31.28,8.57,1,"5.511678,100.188361"
6,30.5,4.96,53.3,31.26,8.56,2,"5.511678,100.188361"
6,30.5,5.06,53.3,31.27,8.57,1,"5.511678,100.188361"
6,30.5,4.93,53.3,31.26,8.62,2,"5.511678,100.188361"
6,30.5,4.98,53.3,31.26,8.6,2,"5.511678,100.188361"
6,30.5,5.02,53.3,31.25,8.61,1,"5.511678,100.188361"
6,30.5,4.91,53.3,31.26,8.63,2,"5.511678,100.188361"
6,30.5,4.88,53.3,31.25,8.63,2,"5.511678,100.188361"
6,30.5,4.85,53.3,31.25,8.62,2,"5.511678,100.188361"
6,30.5,4.91,53.3,31.25,8.65,2,"5.511678,100.188361"
6,30.5,4.9,53.3,31.24,8.65,2,"5.511678,100.188361"
6,30.5,4.87,53.3,31.25,8.65,2,"5.511678,100.188361"
6,30.5,4.92,53.3,31.25,8.67,2,"5.511678,100.188361"
6,30.5,4.87,53.3,31.25,8.66,2,"5.511678,100.188361"
6,30.5,4.84,53.3,31.25,8.64,2,"5.511678,100.188361"
6,30.5,5.01,53.3,31.25,8.69,1,"5.511678,100.188361"
6,30.5,4.92,53.2,31.24,8.69,2,"5.511678,100.188361"
6,30.5,4.85,53.2,31.25,8.68,2,"5.511678,100.188361"
6,30.5,4.9,53.2,31.25,8.69,2,"5.511678,100.188361"
6,30.5,4.83,53.3,31.25,8.7,2,"5.511678,100.188361"
6,30.5,4.87,53.3,31.25,8.68,2,"5.511678,100.188361"
6,30.5,4.94,53.3,31.25,8.68,2,"5.511678,100.188361"
6,30.5,4.83,53.3,31.24,8.7,2,"5.511678,100.188361"
6,30.5,4.87,53.2,31.25,8.7,2,"5.511678,100.188361"
1,29.8,4.33,51.8,30.73,8.06,2,"5.461894,100.209128"
1,29.9,4.14,51.9,30.67,8.21,2,"5.461894,100.209128"
1,30,3.93,51.8,30.66,8.27,2,"5.461894,100.209128"
1,29.7,4.05,52.1,30.95,8.42,2,"5.461894,100.209128"
1,29.7,3.92,52.1,30.95,8.45,2,"5.461894,100.209128"
1,29.7,3.83,52.1,30.95,8.47,2,"5.461894,100.209128"
2,29.7,3.88,51.8,30.82,8.37,2,"5.466925,100.206189"
2,29.7,3.75,51.8,30.82,8.4,2,"5.466925,100.206189"
2,29.7,3.69,51.8,30.83,8.47,2,"5.466925,100.206189"
2,29.6,3.43,51.8,30.88,8.51,2,"5.466925,100.206189"
2,29.6,3.24,51.8,30.9,8.52,2,"5.466925,100.206189"
2,29.6,3.23,51.8,30.9,8.53,2,"5.466925,100.206189"
2,29.6,3.22,51.8,30.89,8.53,2,"5.466925,100.206189"
2,29.6,3.13,51.8,30.9,8.56,2,"5.466925,100.206189"
2,29.6,3.18,51.8,30.89,8.56,2,"5.466925,100.206189"
2,29.6,3.35,51.9,30.93,8.58,2,"5.466925,100.206189"
2,29.6,3.12,51.9,30.94,8.58,2,"5.466925,100.206189"
2,29.6,3.14,51.8,30.91,8.59,2,"5.466925,100.206189"
2,29.6,2.77,51.7,30.81,8.61,3,"5.466925,100.206189"
2,29.5,2.55,51.7,30.83,8.62,3,"5.466925,100.206189"
2,29.6,2.37,51.7,30.81,8.61,3,"5.466925,100.206189"
3,29.7,3.6,52.1,30.99,8.69,2,"5.482422,100.197283"
3,29.7,3.57,52.1,30.99,8.7,2,"5.482422,100.197283"
3,29.8,3.66,52.1,30.99,8.71,2,"5.482422,100.197283"
3,29.8,3.9,52.1,30.99,8.71,2,"5.482422,100.197283"
3,29.7,3.67,52.1,30.99,8.71,2,"5.482422,100.197283"
3,29.7,3.67,52.1,30.99,8.72,2,"5.482422,100.197283"
3,29.7,3.65,52.1,30.98,8.72,2,"5.482422,100.197283"
3,29.7,3.56,52.1,30.99,8.73,2,"5.482422,100.197283"
3,29.7,3.58,52.1,31,8.74,2,"5.482422,100.197283"
3,29.7,3.61,52,31.96,8.7,2,"5.482422,100.197283"
3,29.7,3.72,52,31.96,8.7,2,"5.482422,100.197283"
3,29.7,3.6,52,31.94,8.7,2,"5.482422,100.197283"
4,29.7,4.14,52.7,31.43,8.45,2,"5.491008,100.195036"
4,29.7,4.11,52.7,31.43,8.48,2,"5.491008,100.195036"
4,29.7,3.95,52.7,31.43,8.51,2,"5.491008,100.195036"
4,29.7,3.91,52.7,31.44,8.56,2,"5.491008,100.195036"
4,29.7,3.88,52.7,31.43,8.57,2,"5.491008,100.195036"
4,29.7,3.9,52.7,31.44,8.58,2,"5.491008,100.195036"
4,29.7,3.96,52.7,31.44,8.6,2,"5.491008,100.195036"
4,29.7,4.01,52.7,31.48,8.61,2,"5.491008,100.195036"
4,29.7,4.03,52.7,31.43,8.61,2,"5.491008,100.195036"
4,29.7,4.12,52.7,31.42,8.61,2,"5.491008,100.195036"
4,29.7,4,52.7,31.44,8.61,2,"5.491008,100.195036"
4,29.7,4,52.8,31.42,8.63,2,"5.491008,100.195036"
4,29.7,4.02,52.7,31.42,8.64,2,"5.491008,100.195036"
4,29.7,3.85,52.7,31.42,8.64,2,"5.491008,100.195036"
4,29.7,3.9,52.7,31.43,8.64,2,"5.491008,100.195036"
4,29.7,3.9,52.7,31.42,8.66,2,"5.491008,100.195036"
4,29.7,3.5,52.7,31.42,8.65,2,"5.491008,100.195036"
4,29.7,3.76,52.7,31.42,8.66,2,"5.491008,100.195036"
4,29.7,3.9,52.7,31.39,8.62,2,"5.491008,100.195036"
4,29.7,3.93,52.7,31.39,8.66,2,"5.491008,100.195036"
4,29.7,4.05,52.7,31.39,8.69,2,"5.491008,100.195036"
4,29.7,3.53,52.1,29.76,8.66,2,"5.491008,100.195036"
4,29.7,3.53,52.1,29.95,8.65,2,"5.491008,100.195036"
4,29.7,3.57,50.7,29.9,8.66,2,"5.491008,100.195036"
5,29.6,5.55,51.8,30.81,8.2,1,"5.506722,100.194008"
5,29.6,5.45,51.7,30.82,8.31,1,"5.506722,100.194008"
5,29.6,5.36,51.8,30.87,8.4,1,"5.506722,100.194008"
5,29.6,5.66,51.8,30.86,8.47,1,"5.506722,100.194008"
5,29.6,5.58,51.8,30.87,8.5,1,"5.506722,100.194008"
5,29.6,5.45,51.8,30.86,8.52,1,"5.506722,100.194008"
5,29.6,5.5,51.9,30.89,8.61,1,"5.506722,100.194008"
5,29.6,5.54,51.9,30.88,8.62,1,"5.506722,100.194008"
5,29.6,5.6,51.9,30.87,8.63,1,"5.506722,100.194008"
5,29.6,5.73,51.9,30.93,8.66,1,"5.506722,100.194008"
5,29.6,5.8,51.9,30.92,8.67,1,"5.506722,100.194008"
5,29.6,5.79,51.8,30.87,8.67,1,"5.506722,100.194008"
5,29.6,5.83,52,30.93,8.69,1,"5.506722,100.194008"
5,29.7,5.77,52,30.92,8.7,1,"5.506722,100.194008"
5,29.7,5.77,52,30.94,8.71,1,"5.506722,100.194008"
5,29.7,5.73,52,30.96,8.73,1,"5.506722,100.194008"
5,29.7,5.81,52,30.96,8.74,1,"5.506722,100.194008"
5,29.7,5.78,52,30.95,8.73,1,"5.506722,100.194008"
5,29.7,5.68,52,30.98,8.74,1,"5.506722,100.194008"
5,29.7,5.75,52,30.98,8.73,1,"5.506722,100.194008"
5,29.7,5.52,52,30.98,8.74,1,"5.506722,100.194008"
5,29.7,5.58,52.1,31.03,8.73,1,"5.506722,100.194008"
5,29.7,5.6,52.1,31.02,8.75,1,"5.506722,100.194008"
5,29.7,5.56,52.1,31.04,8.74,1,"5.506722,100.194008"
5,29.7,5.45,52.2,31,8.74,1,"5.506722,100.194008"
5,29.7,5.33,52.2,31.08,8.74,1,"5.506722,100.194008"
5,29.7,5.47,52.2,31.11,8.74,1,"5.506722,100.194008"
5,29.7,5.39,52.2,31.98,8.78,1,"5.506722,100.194008"
5,29.1,5.48,52.2,31.24,8.76,1,"5.506722,100.194008"
5,29.6,5.38,52.2,31.11,8.77,1,"5.506722,100.194008"
6,29.7,5.89,51.9,30.86,8.52,1,"5.511678,100.188361"
6,29.7,5.61,51.9,30.86,8.53,1,"5.511678,100.188361"
6,29.7,5.5,51.9,30.85,8.55,1,"5.511678,100.188361"
6,29.7,5.63,51.9,30.85,8,1,"5.511678,100.188361"
6,29.7,5.83,51.8,30.84,8.61,1,"5.511678,100.188361"
6,29.7,5.69,51.9,30.86,8.61,1,"5.511678,100.188361"
6,29.7,5.8,51.8,30.86,8.64,1,"5.511678,100.188361"
6,29.7,5.98,51.9,30.86,8.64,1,"5.511678,100.188361"
6,29.7,5.74,51.9,30.85,8.64,1,"5.511678,100.188361"
6,29.7,5.79,51.9,30.86,8.66,1,"5.511678,100.188361"
6,29.7,5.72,51.9,30.85,8.67,1,"5.511678,100.188361"
6,29.7,5.87,51.9,30.86,8.67,1,"5.511678,100.188361"
6,29.7,5.77,51.9,30.87,8.7,1,"5.511678,100.188361"
6,29.7,5.69,51.9,30.89,8.7,1,"5.511678,100.188361"
6,29.7,5.79,51.9,30.88,8.69,1,"5.511678,100.188361"
6,29.7,5.79,52.1,30.9,8.73,1,"5.511678,100.188361"
6,29.7,5.68,52,30.92,8.72,1,"5.511678,100.188361"
6,29.7,5.71,52,30.91,8.72,1,"5.511678,100.188361"
6,29.8,5.69,52,30.93,8.71,1,"5.511678,100.188361"
6,29.8,5.68,52.1,30.94,8.73,1,"5.511678,100.188361"
6,29.8,5.62,52.1,30.95,8.72,1,"5.511678,100.188361"
6,29.8,5.47,52.2,31.01,8.79,1,"5.511678,100.188361"
6,29.8,5.55,52.2,30.99,8.74,1,"5.511678,100.188361"
6,29.8,5.76,52.2,30.99,8.73,1,"5.511678,100.188361"
6,29.8,5.57,52.4,31.1,8.74,1,"5.511678,100.188361"
6,29.8,5.6,52.3,31.08,8.74,1,"5.511678,100.188361"
6,29.8,5.46,52.4,31.09,8.72,1,"5.511678,100.188361"
6,29.9,5.4,52.7,31.33,8.68,1,"5.511678,100.188361"
6,29.9,5.34,52.7,31.31,8.68,1,"5.511678,100.188361"
6,29.9,5.52,52.7,31.33,8.69,1,"5.511678,100.188361"
1,30,5.84,43.27,24.88,8.06,1,"5.461894,100.209128"
1,30,5.79,43.51,25.21,8.09,1,"5.461894,100.209128"
1,30,5.63,43.4,25.15,8.12,1,"5.461894,100.209128"
1,30,6.25,44.55,25.86,8.5,1,"5.461894,100.209128"
1,30,6.19,44.55,25.86,8.26,1,"5.461894,100.209128"
1,30,6.16,44.55,25.87,8.26,1,"5.461894,100.209128"
2,29.9,5.81,43.8,25.47,8.1,1,"5.466925,100.206189"
2,29.9,5.7,43.84,25.46,8.13,1,"5.466925,100.206189"
2,29.9,5.65,43.9,25.48,8.16,1,"5.466925,100.206189"
2,29.5,5.43,43.95,25.76,8.2,1,"5.466925,100.206189"
2,29.5,5.44,43.97,25.76,8.21,1,"5.466925,100.206189"
2,29.5,5.44,43.95,25.76,8.21,1,"5.466925,100.206189"
2,29.3,5.13,43.97,25.84,8.18,1,"5.466925,100.206189"
2,29.3,4.99,43.97,25.84,8.18,2,"5.466925,100.206189"
2,29.4,5.04,43.97,25.84,8.18,1,"5.466925,100.206189"
2,29.3,4.53,43.92,25.84,8.15,2,"5.466925,100.206189"
2,29.3,4.41,43.92,25.84,8.15,2,"5.466925,100.206189"
2,29.3,4.38,43.92,25.84,8.15,2,"5.466925,100.206189"
2,29.3,4.18,43.8,25.77,8.15,2,"5.466925,100.206189"
2,29.3,4.32,43.09,25.5,8.15,2,"5.466925,100.206189"
2,29.3,4.27,43.56,25.61,8.15,2,"5.466925,100.206189"
3,29.5,4.62,44.28,25.92,8.06,2,"5.482422,100.197283"
3,29.7,4.64,44.39,25.91,8.09,2,"5.482422,100.197283"
3,29.8,4.57,44.44,25.9,8.11,2,"5.482422,100.197283"
3,29.6,4.88,44.21,25.97,8.14,2,"5.482422,100.197283"
3,29.4,4.31,44.21,25.96,8.14,2,"5.482422,100.197283"
3,29.4,4.26,44.23,25.95,8.15,2,"5.482422,100.197283"
3,29.4,4.32,44.19,25.98,8.13,2,"5.482422,100.197283"
3,29.3,4.1,44.19,25.98,8.13,2,"5.482422,100.197283"
3,29.3,4.09,44.19,25.98,8.13,2,"5.482422,100.197283"
3,29.4,3.89,44.19,25.98,8.13,2,"5.482422,100.197283"
3,29.4,4.09,44.19,25.98,8.13,2,"5.482422,100.197283"
3,29.4,4.12,44.19,25.98,8.14,2,"5.482422,100.197283"
4,28.9,5.78,41.5,24.48,8.19,1,"5.491008,100.195036"
4,28.9,5.75,41.5,24.49,8.22,1,"5.491008,100.195036"
4,28.9,5.86,41.56,24.5,8.24,1,"5.491008,100.195036"
4,28.9,5.84,42.23,24.9,8.25,1,"5.491008,100.195036"
4,29,5.57,42.23,24.9,8.26,1,"5.491008,100.195036"
4,29,5.54,42.33,24.93,8.26,1,"5.491008,100.195036"
4,29.1,5.56,43.31,25.56,8.25,1,"5.491008,100.195036"
4,29.1,5.41,43.29,25.54,8.25,1,"5.491008,100.195036"
4,29.1,5.42,43.31,25.56,8.25,1,"5.491008,100.195036"
4,29.1,5.27,43.8,25.84,8.23,1,"5.491008,100.195036"
4,29.1,5.26,43.79,25.82,8.23,1,"5.491008,100.195036"
4,29.1,5.27,43.76,25.83,8.24,1,"5.491008,100.195036"
4,29.2,5.12,43.98,25.92,8.22,1,"5.491008,100.195036"
4,29.2,5.08,43.97,25.92,8.22,1,"5.491008,100.195036"
4,29.2,5.03,43.98,25.93,8.22,1,"5.491008,100.195036"
4,29.2,4.97,44.08,25.97,8.22,2,"5.491008,100.195036"
4,29.2,4.98,44.09,25.97,8.22,2,"5.491008,100.195036"
4,29.2,4.9,44.08,25.97,8.22,2,"5.491008,100.195036"
4,29.3,4.9,44.15,25.99,8.22,2,"5.491008,100.195036"
4,29.3,4.91,44.13,25.99,8.22,2,"5.491008,100.195036"
4,29.3,4.92,44.13,25.98,8.22,2,"5.491008,100.195036"
4,29.3,4.89,44.26,26.03,8.22,2,"5.491008,100.195036"
4,29.3,4.78,44.22,26.03,8.22,2,"5.491008,100.195036"
4,29.3,4.8,44.22,26.03,8.22,2,"5.491008,100.195036"
4,29.3,4.77,44.28,26.05,8.21,2,"5.491008,100.195036"
4,29.3,4.77,44.25,26.04,8.21,2,"5.491008,100.195036"
4,29.3,4.8,44.26,26.05,8.22,2,"5.491008,100.195036"
4,29.4,4.7,44.33,26.07,8.21,2,"5.491008,100.195036"
4,29.4,4.57,44.34,26.07,8.2,2,"5.491008,100.195036"
4,29.4,4.5,44.33,26.07,8.2,2,"5.491008,100.195036"
5,28.8,5.8,41.69,24.61,8.24,1,"5.506722,100.194008"
5,28.8,5.76,41.68,24.61,8.25,1,"5.506722,100.194008"
5,28.8,5.74,41.67,24.6,8.26,1,"5.506722,100.194008"
5,29,5.74,42.83,25.27,8.25,1,"5.506722,100.194008"
5,29.1,5.41,42.9,25.27,8.26,1,"5.506722,100.194008"
5,29.1,5.55,42,25.28,8.26,1,"5.506722,100.194008"
5,29.2,5.48,43.54,25.6,8.27,1,"5.506722,100.194008"
5,29.3,5.51,43.54,25.6,8.28,1,"5.506722,100.194008"
5,29.3,5.57,43.54,25.59,8.28,1,"5.506722,100.194008"
5,29.3,5.59,43.58,25.71,8.28,1,"5.506722,100.194008"
5,29.4,5.53,43.78,25.72,8.29,1,"5.506722,100.194008"
5,29.4,5.52,43.76,25.68,8.29,1,"5.506722,100.194008"
5,29.4,5.38,44.13,25.9,8.28,1,"5.506722,100.194008"
5,29.4,5.16,44.13,25.9,8.28,1,"5.506722,100.194008"
5,29.4,5.22,44.13,25.9,8.28,1,"5.506722,100.194008"
5,29.4,5.22,44.22,25.95,8.27,1,"5.506722,100.194008"
5,29.4,5.19,44.23,25.95,8.27,1,"5.506722,100.194008"
5,29.4,5.19,44.23,25.96,8.27,1,"5.506722,100.194008"
5,29.4,5.11,44.25,25.98,8.25,1,"5.506722,100.194008"
5,29.4,4.96,44.25,25.98,8.25,2,"5.506722,100.194008"
5,29.4,5,44.25,25.98,8.25,1,"5.506722,100.194008"
5,29.4,4.92,44.27,26,8.24,2,"5.506722,100.194008"
5,29.4,4.93,44.27,26,8.24,2,"5.506722,100.194008"
5,29.4,4.94,44.27,26,8.24,2,"5.506722,100.194008"
5,29.4,4.81,44.38,26.06,8.22,2,"5.506722,100.194008"
5,29.4,4.74,44.36,26.06,8.22,2,"5.506722,100.194008"
5,29.4,4.73,44.34,26.05,8.22,2,"5.506722,100.194008"
5,29.4,4.61,44.46,26.09,8.2,2,"5.506722,100.194008"
5,29.5,4.45,44.48,26.1,8.2,2,"5.506722,100.194008"
5,29.5,4.45,44.46,26.09,8.2,2,"5.506722,100.194008"
6,29.4,6.32,43.51,25.54,8.32,1,"5.511678,100.188361"
6,29.4,5.38,43.52,25.54,8.31,1,"5.511678,100.188361"
6,29.3,5.51,43.5,25.53,8.32,1,"5.511678,100.188361"
6,29.4,5.49,43.68,25.61,8.32,1,"5.511678,100.188361"
6,29.4,5.35,43.66,25.6,8.32,1,"5.511678,100.188361"
6,29.4,5.34,43.64,25.9,8.32,1,"5.511678,100.188361"
6,29.6,5.31,44.44,25.97,8.32,1,"5.511678,100.188361"
6,29.7,5.25,44.46,25.98,8.32,1,"5.511678,100.188361"
6,29.7,5.19,44.46,25.98,8.32,1,"5.511678,100.188361"
6,29.7,5.36,44.49,26.01,8.32,1,"5.511678,100.188361"
6,29.7,5.33,44.49,26.01,8.32,1,"5.511678,100.188361"
6,29.7,5.25,44.49,26.01,8.32,1,"5.511678,100.188361"
6,29.7,5.3,44.54,26.04,8.31,1,"5.511678,100.188361"
6,29.7,5.22,44.54,26.04,8.31,1,"5.511678,100.188361"
6,29.7,5.1,44.55,26.04,8.31,1,"5.511678,100.188361"
6,29.7,5.13,44.69,26.09,8.29,1,"5.511678,100.188361"
6,29.7,5.01,44.68,26.08,8.29,1,"5.511678,100.188361"
6,29.7,4.92,44.68,26.09,8.29,2,"5.511678,100.188361"
6,29.8,4.93,44.76,26.12,8.28,2,"5.511678,100.188361"
6,29.8,4.9,44.78,26.14,8.28,2,"5.511678,100.188361"
6,29.8,4.77,45.02,26.21,8.27,2,"5.511678,100.188361"
6,30,4.57,45.13,26.25,8.26,2,"5.511678,100.188361"
6,30,4.55,45.12,26.24,8.26,2,"5.511678,100.188361"
6,30,4.54,45.13,26.25,8.26,2,"5.511678,100.188361"
6,30,4.3,45.3,26.33,8.25,2,"5.511678,100.188361"
6,30.1,4.36,45.32,26.33,8.25,2,"5.511678,100.188361"
6,30.1,4.33,45.29,26.33,8.25,2,"5.511678,100.188361"
6,30.1,4.52,45.44,26.38,8.27,2,"5.511678,100.188361"
6,30.1,4.58,45.44,26.39,8.27,2,"5.511678,100.188361"
6,30.1,4.52,45.44,26.38,8.27,2,"5.511678,100.188361"
1,31,5.31,42.64,24.45,8.16,1,"5.461894,100.209128"
1,30.9,5.26,42.12,23.82,8.14,1,"5.461894,100.209128"
1,30.9,5.19,42.36,24.02,8.15,1,"5.461894,100.209128"
1,31,5.49,45.96,26.22,8.24,1,"5.461894,100.209128"
1,31,5.4,4,26.23,8.25,1,"5.461894,100.209128"
1,31,5.33,46,26.23,8.26,1,"5.461894,100.209128"
2,30.8,4.72,45.69,26.16,8.16,2,"5.466925,100.206189"
2,30.8,4.94,45.7,26.15,8.17,2,"5.466925,100.206189"
2,30.9,4.96,45.71,26.19,8.17,2,"5.466925,100.206189"
2,30.7,5.03,45.65,26.2,8.18,1,"5.466925,100.206189"
2,30.7,4.9,45.62,26.21,8.17,2,"5.466925,100.206189"
2,30.7,4.8,45.62,26.21,8.16,2,"5.466925,100.206189"
2,30.5,4.53,45.48,26.28,8.06,2,"5.466925,100.206189"
2,30.4,3.8,45.47,26.27,8.05,2,"5.466925,100.206189"
2,30.4,3.54,45.47,26.27,8.05,2,"5.466925,100.206189"
2,30.4,3.4,45.47,26.27,8.01,2,"5.466925,100.206189"
2,30.4,3.04,45.39,26.21,7.99,2,"5.466925,100.206189"
2,30.4,3.73,45.47,26.26,7.99,2,"5.466925,100.206189"
3,30.8,4.79,45.87,26.21,8.11,2,"5.482422,100.197283"
3,30.8,4.7,45.85,26.31,8.13,2,"5.482422,100.197283"
3,30.8,4.73,45.87,26.31,8.14,2,"5.482422,100.197283"
3,30.7,4.79,45.72,26.3,8.15,2,"5.482422,100.197283"
3,30.5,4.81,45.64,26.31,8.16,2,"5.482422,100.197283"
3,30.5,4.79,45.64,26.31,8.16,2,"5.482422,100.197283"
3,30.5,4.82,45.58,26.32,8.17,2,"5.482422,100.197283"
